40	14	9615	1984
9701	9	9702	1984
9904	9	9905	1984
9981	9	5997	1984
1379	19	10019	1984
40	14	1769	1984
10412	22	10413	1984
6336	1	10460	1984
10520	22	10521	1984
10557	9	10558	1984
10681	0	10682	1984
70	19	10818	1984
11114	0	11115	1984
70	19	11194	1984
40	14	11488	1984
8452	29	8453	1984
82	11	83	1985
174	9	175	1985
411	0	412	1985
661	19	662	1985
727	9	728	1985
40	14	792	1985
1100	9	1101	1985
1299	9	1300	1985
1303	0	1304	1985
1542	2	1543	1985
1768	0	1769	1985
1888	20	1889	1985
1890	1	1891	1985
1892	19	1893	1985
275	19	1907	1985
2380	19	2381	1985
2626	11	2627	1985
2324	11	677	1985
504	0	2874	1985
2967	0	2968	1985
152	14	3193	1985
1104	0	3288	1985
2127	11	3297	1985
40	14	3483	1985
3891	9	3892	1985
3909	22	3910	1985
0	0	3978	1985
4284	9	4285	1985
625	11	4478	1985
517	0	4557	1985
40	14	4624	1985
4654	22	4655	1985
517	0	4671	1985
40	14	4714	1985
4826	9	4827	1985
70	19	4908	1985
70	19	5062	1985
997	14	5107	1985
70	19	5141	1985
5199	9	5200	1985
5512	7	5513	1985
3920	31	513	1985
5632	9	5633	1985
70	19	729	1985
6130	4	6131	1985
6777	13	6778	1985
415	19	6797	1985
6918	2	618	1985
3844	17	7044	1985
70	19	7140	1985
7171	9	7172	1985
7415	4	6131	1985
7221	11	1446	1985
40	14	7714	1985
40	14	7775	1985
7802	19	7803	1985
8032	9	5107	1985
1949	9	8183	1985
517	0	728	1985
1294	19	8416	1985
834	22	8465	1985
70	19	8760	1985
3501	22	8832	1985
9236	9	9237	1985
9459	10	9460	1985
40	14	9615	1985
1408	0	9727	1985
9943	9	9944	1985
40	14	1769	1985
10150	9	10151	1985
1018	12	10239	1985
6711	9	10528	1985
10681	0	10682	1985
70	19	10818	1985
10935	0	10936	1985
11386	23	11387	1985
40	14	11488	1985
535	37	70	1985
82	11	83	1986
131	9	132	1986
637	2	638	1986
661	19	662	1986
727	9	728	1986
945	0	946	1986
971	12	972	1986
1225	22	1226	1986
1299	9	1300	1986
1316	22	1496	1986
1890	1	1891	1986
2257	22	2258	1986
2351	12	2352	1986
2505	0	2506	1986
2626	11	2627	1986
40	14	2803	1986
504	0	2874	1986
3092	15	3093	1986
1104	0	3288	1986
2917	0	3507	1986
40	14	3851	1986
3891	9	3892	1986
3909	22	3910	1986
0	0	3978	1986
40	14	4176	1986
4284	9	4285	1986
4688	9	4689	1986
40	14	4714	1986
70	19	4908	1986
70	19	5141	1986
326	9	5182	1986
5199	9	5200	1986
5212	0	5213	1986
40	14	5344	1986
5512	7	5513	1986
5632	9	5633	1986
70	19	729	1986
174	9	5760	1986
6130	4	6131	1986
6235	1	6236	1986
415	9	6608	1986
6637	0	6638	1986
4829	1	6672	1986
6777	13	6778	1986
6845	0	6846	1986
6925	9	6926	1986
70	19	7140	1986
7157	22	7158	1986
7171	9	7172	1986
7415	4	6131	1986
7221	11	1446	1986
7575	9	7576	1986
7645	19	7646	1986
40	14	7666	1986
7802	19	7803	1986
8024	40	8025	1986
517	0	728	1986
2057	11	8413	1986
8470	11	8471	1986
6472	9	8796	1986
3501	22	8832	1986
8883	11	8884	1986
9236	9	9237	1986
40	14	9266	1986
9459	10	9460	1986
40	14	9556	1986
1408	0	9727	1986
70	19	9755	1986
9943	9	9944	1986
9966	9	9967	1986
10150	9	10151	1986
1018	12	10239	1986
7157	22	10292	1986
40	14	10432	1986
10451	11	10452	1986
10486	18	10487	1986
9953	0	10505	1986
10586	0	10587	1986
10612	22	10613	1986
8470	11	8471	1986
10935	0	10936	1986
40	14	11104	1986
11386	23	11387	1986
11599	14	11600	1986
535	37	70	1986
40	14	11776	1986
11789	2	11790	1986
11803	31	11804	1986
70	19	71	1987
131	9	132	1987
637	2	638	1987
945	0	946	1987
971	12	972	1987
1134	19	1135	1987
1190	12	1191	1987
1225	22	1226	1987
1316	22	1496	1987
2028	11	2029	1987
2257	22	2258	1987
2264	9	2265	1987
2351	12	2352	1987
2505	0	2506	1987
40	14	2803	1987
3173	11	3174	1987
2917	0	3507	1987
2264	9	2265	1987
3964	11	3965	1987
70	19	4153	1987
4688	9	4689	1987
4836	0	3332	1987
326	9	5182	1987
5212	0	5213	1987
5337	5	5338	1987
40	14	5344	1987
6235	1	6236	1987
415	9	6608	1987
6637	0	6638	1987
4829	1	6672	1987
6845	0	6846	1987
6876	9	6877	1987
6925	9	6926	1987
7006	9	7007	1987
6472	9	7097	1987
7157	22	7158	1987
7269	9	2803	1987
6618	9	7356	1987
7363	4	7364	1987
7575	9	7576	1987
587	0	7616	1987
7645	19	7646	1987
40	14	7666	1987
70	19	7741	1987
7889	9	7890	1987
1474	22	7891	1987
8024	40	8025	1987
8187	11	8188	1987
8305	0	4452	1987
2057	11	8413	1987
6530	0	8462	1987
8470	11	8471	1987
8568	0	8569	1987
3934	9	8644	1987
8734	7	8735	1987
8757	4	8758	1987
70	19	8792	1987
6472	9	8796	1987
8883	11	8884	1987
9128	9	9129	1987
40	14	9266	1987
2349	0	9316	1987
9434	4	2296	1987
70	19	9468	1987
40	14	9556	1987
1294	19	9622	1987
3501	22	9630	1987
70	19	9755	1987
9820	17	9821	1987
9953	0	9954	1987
9966	9	9967	1987
7157	22	10292	1987
40	14	10432	1987
10451	11	10452	1987
10486	18	10487	1987
9953	0	10505	1987
10586	0	10587	1987
10612	22	10613	1987
10696	12	10697	1987
8470	11	8471	1987
40	14	11104	1987
40	14	11340	1987
11599	14	11600	1987
40	14	11776	1987
11789	2	11790	1987
11803	31	11804	1987
11849	9	11850	1987
70	19	71	1988
176	11	177	1988
203	11	204	1988
40	14	224	1988
275	19	276	1988
40	14	319	1988
855	18	856	1988
70	19	1038	1988
1134	19	1135	1988
1190	12	1191	1988
1325	19	1339	1988
1762	7	1763	1988
2028	11	2029	1988
2602	1	2603	1988
2917	0	2918	1988
3005	20	3006	1988
3173	11	3174	1988
3220	0	3221	1988
3801	22	3802	1988
3842	18	3843	1988
3964	11	3965	1988
4836	0	3332	1988
5123	22	5124	1988
5337	5	5338	1988
2127	11	5465	1988
5662	0	5663	1988
6087	11	6088	1988
40	14	6244	1988
6540	14	6541	1988
6559	22	6560	1988
6578	1	6579	1988
6876	9	6877	1988
7006	9	7007	1988
6472	9	7097	1988
390	18	7242	1988
6618	9	7356	1988
415	19	7357	1988
7363	4	7364	1988
587	0	7616	1988
512	17	7840	1988
7882	22	7883	1988
1474	22	7891	1988
8121	11	8122	1988
8187	11	8188	1988
8305	0	4452	1988
8460	22	8461	1988
6530	0	8462	1988
8482	22	1257	1988
8494	9	6087	1988
40	14	8554	1988
3934	9	8644	1988
8734	7	8735	1988
8757	4	8758	1988
8773	18	8774	1988
8777	11	8778	1988
70	19	8792	1988
4788	11	8837	1988
70	19	8840	1988
9128	9	9129	1988
2757	9	9133	1988
8153	22	50	1988
1999	23	9222	1988
3842	18	9242	1988
2349	0	9316	1988
9371	9	9372	1988
9434	4	2296	1988
70	19	9468	1988
1294	19	9622	1988
3501	22	9630	1988
2353	19	9674	1988
9820	17	9821	1988
40	14	6244	1988
4101	0	10219	1988
10474	9	10475	1988
10696	12	10697	1988
1054	22	10985	1988
11183	9	10016	1988
40	14	11397	1988
5662	0	5663	1988
11849	9	11850	1988
6	1	7	1989
176	11	177	1989
203	11	204	1989
40	14	224	1989
275	19	276	1989
775	0	776	1989
855	18	856	1989
70	19	1038	1989
1069	11	1070	1989
1325	19	1339	1989
1762	7	1763	1989
2153	9	2154	1989
2215	11	2216	1989
2440	12	2441	1989
2553	1	2554	1989
2602	1	2603	1989
2917	0	2918	1989
3005	20	3006	1989
3009	9	3010	1989
3220	0	3221	1989
70	19	3512	1989
1435	22	3531	1989
3801	22	3802	1989
3842	18	3843	1989
3844	12	3845	1989
70	19	3961	1989
3982	9	3983	1989
70	19	3961	1989
4114	9	4115	1989
4327	11	4328	1989
4533	9	4534	1989
5123	22	5124	1989
2127	11	5465	1989
5505	9	5506	1989
5662	0	5663	1989
6087	11	6088	1989
40	14	6244	1989
6540	14	6541	1989
6578	1	6579	1989
70	19	6706	1989
40	14	6827	1989
7008	11	7009	1989
390	18	7242	1989
415	19	7357	1989
70	19	449	1989
40	14	7791	1989
512	17	7840	1989
7882	22	7883	1989
8121	11	8122	1989
3844	17	8157	1989
8460	22	8461	1989
8482	22	1257	1989
8494	9	6087	1989
40	14	8554	1989
8713	0	8714	1989
3742	17	8764	1989
8773	18	8774	1989
4788	11	8837	1989
70	19	8840	1989
3632	12	8899	1989
3842	18	3843	1989
2757	9	9133	1989
8153	22	50	1989
1999	23	9222	1989
70	19	9226	1989
6831	15	9238	1989
3842	18	9242	1989
9308	9	9309	1989
9371	9	9372	1989
40	14	9526	1989
2353	19	9674	1989
9865	10	9866	1989
40	14	9896	1989
4377	11	3423	1989
40	14	6244	1989
10217	9	10218	1989
4101	0	10219	1989
10474	9	10475	1989
40	14	10601	1989
40	14	10609	1989
10901	9	10902	1989
10979	29	447	1989
415	19	10984	1989
1054	22	10985	1989
8673	9	11024	1989
40	14	11164	1989
11183	9	10016	1989
535	9	11326	1989
40	14	11397	1989
11474	11	11475	1989
11603	9	11604	1989
5662	0	5663	1989
6	1	7	1990
775	0	776	1990
1069	11	1070	1990
1209	11	1210	1990
1638	18	1639	1990
2153	9	2154	1990
2194	0	2195	1990
2215	11	2216	1990
2386	18	2387	1990
1125	19	2422	1990
2440	12	2441	1990
70	19	2453	1990
415	19	2494	1990
2328	11	2544	1990
2553	1	2554	1990
2645	11	2646	1990
3158	4	3159	1990
70	19	3512	1990
40	14	3659	1990
3844	12	3845	1990
70	19	3961	1990
3982	9	3983	1990
70	19	3961	1990
4107	9	4108	1990
4114	9	4115	1990
4327	11	4328	1990
4533	9	4534	1990
4934	12	4935	1990
981	12	5007	1990
5079	11	5080	1990
5132	22	5133	1990
5505	9	5506	1990
5561	19	5562	1990
5990	9	5991	1990
70	19	6216	1990
1855	19	6217	1990
6530	0	5991	1990
6677	31	6678	1990
70	19	6706	1990
6800	9	6801	1990
40	14	6827	1990
7008	11	7009	1990
7169	11	5080	1990
969	11	7445	1990
70	19	449	1990
7589	0	7590	1990
7675	17	7676	1990
2608	1	7687	1990
40	14	7791	1990
70	19	7836	1990
7502	22	8139	1990
3844	17	8157	1990
8309	2	8310	1990
775	0	8575	1990
8584	9	8585	1990
8625	22	8626	1990
8713	0	8714	1990
3742	17	8764	1990
40	14	8896	1990
3632	12	8899	1990
70	19	9226	1990
6831	15	9238	1990
9308	9	9309	1990
9481	1	9482	1990
40	14	9526	1990
9865	10	9866	1990
40	14	9896	1990
9909	9	9910	1990
9982	7	9983	1990
4377	11	3423	1990
10184	9	236	1990
10217	9	10218	1990
10060	11	10248	1990
3844	18	10414	1990
2808	11	1210	1990
40	14	10601	1990
40	14	10609	1990
70	19	10828	1990
10885	4	10886	1990
10901	9	10902	1990
10979	29	447	1990
415	19	10984	1990
8673	9	11024	1990
40	14	11164	1990
535	9	11326	1990
11474	11	11475	1990
11603	9	11604	1990
11851	9	11852	1990
60	9	61	1991
1209	11	1210	1991
1054	22	1292	1991
1412	9	1413	1991
1476	11	1477	1991
1562	7	1563	1991
1638	18	1639	1991
2194	0	2195	1991
2386	18	2387	1991
1125	19	2422	1991
70	19	2453	1991
415	19	2494	1991
2328	11	2544	1991
2645	11	2646	1991
2689	0	2690	1991
3083	0	3084	1991
3158	4	3159	1991
3378	0	3379	1991
40	14	3508	1991
3635	0	3636	1991
40	14	3659	1991
1584	0	3716	1991
4107	9	4108	1991
40	14	4347	1991
4401	19	4402	1991
40	14	4502	1991
4934	12	4935	1991
4960	9	4961	1991
981	12	5007	1991
5132	22	5133	1991
5854	9	5855	1991
5990	9	5991	1991
6094	0	6095	1991
5143	9	6152	1991
70	19	6216	1991
1855	19	6217	1991
6530	0	5991	1991
6800	9	6801	1991
4960	9	4961	1991
7200	29	7201	1991
6481	9	7203	1991
7223	5	7224	1991
7231	17	7232	1991
4434	18	7425	1991
2894	0	7435	1991
969	11	7445	1991
7536	11	6739	1991
7589	0	7590	1991
7675	17	7676	1991
2608	1	7687	1991
70	19	7836	1991
8216	22	8217	1991
8309	2	8310	1991
40	14	8423	1991
775	0	8575	1991
8584	9	8585	1991
8625	22	8626	1991
70	19	8761	1991
40	14	8896	1991
4704	12	9243	1991
9481	1	9482	1991
9485	9	9486	1991
9834	0	4110	1991
9909	9	9910	1991
9982	7	9983	1991
10184	9	236	1991
10060	11	10248	1991
2808	11	1210	1991
70	19	10828	1991
10885	4	10886	1991
5561	19	11060	1991
11317	0	11318	1991
11354	4	11355	1991
11522	23	11523	1991
70	19	11841	1991
20	0	21	1992
46	11	47	1992
60	9	61	1992
617	4	618	1992
1074	11	1075	1992
1054	22	1292	1992
1412	9	1413	1992
1148	12	1472	1992
1476	11	1477	1992
1562	7	1563	1992
40	14	1592	1992
1879	12	1880	1992
70	19	2137	1992
2272	4	1075	1992
152	14	2596	1992
2685	12	2686	1992
2689	0	2690	1992
3022	1	3023	1992
3083	0	3084	1992
3151	5	3152	1992
3222	11	3223	1992
3378	0	3379	1992
3476	9	3477	1992
40	14	3508	1992
2521	14	3552	1992
3635	0	3636	1992
3680	9	3681	1992
1584	0	3716	1992
587	0	3919	1992
4004	7	4005	1992
70	19	4062	1992
2239	12	2240	1992
4224	11	4225	1992
70	19	4321	1992
40	14	4502	1992
4616	22	4617	1992
4874	9	4875	1992
4960	9	4961	1992
5434	0	5435	1992
5194	17	3885	1992
4616	22	4617	1992
5854	9	5855	1992
5861	7	5862	1992
6094	0	6095	1992
6146	17	6147	1992
5143	9	6152	1992
3489	14	6163	1992
152	14	6536	1992
4401	19	6686	1992
203	11	6739	1992
5561	19	6805	1992
5758	9	6843	1992
4960	9	4961	1992
7173	7	7174	1992
7181	11	7182	1992
6481	9	7203	1992
7223	5	7224	1992
4434	18	7425	1992
2894	0	7435	1992
7458	9	7459	1992
7536	11	6739	1992
7804	25	7805	1992
1472	7	8103	1992
8216	22	8217	1992
8241	11	8242	1992
5105	12	8351	1992
40	14	8423	1992
8555	9	8556	1992
70	19	8761	1992
1898	0	8846	1992
4704	12	9243	1992
9332	9	9333	1992
9485	9	9486	1992
9834	0	4110	1992
10008	9	8980	1992
10048	9	4321	1992
10058	9	10059	1992
152	14	10205	1992
8249	12	10473	1992
10503	11	10504	1992
10675	7	10676	1992
10850	11	10851	1992
5561	19	11060	1992
11317	0	11318	1992
11354	4	11355	1992
70	19	3448	1992
1148	12	1472	1992
11522	23	11523	1992
70	19	11841	1992
20	0	21	1993
46	11	47	1993
617	4	618	1993
70	19	705	1993
820	2	821	1993
70	19	847	1993
1074	11	1075	1993
1275	17	1276	1993
1337	11	1338	1993
1148	12	1472	1993
40	14	1592	1993
1618	11	1619	1993
1879	12	1880	1993
70	19	2137	1993
2148	11	2149	1993
2162	9	2163	1993
2272	4	1075	1993
152	14	2596	1993
2685	12	2686	1993
3022	1	3023	1993
3151	5	3152	1993
3222	11	3223	1993
3397	0	3398	1993
3476	9	3477	1993
2521	14	3552	1993
3680	9	3681	1993
70	19	3814	1993
587	0	3919	1993
4004	7	4005	1993
70	19	4062	1993
2239	12	2240	1993
4224	11	4225	1993
70	19	4321	1993
4325	31	4326	1993
4455	2	4456	1993
4616	22	4617	1993
4632	18	4633	1993
4874	9	4875	1993
5415	11	5416	1993
1201	15	5476	1993
5194	17	3885	1993
4616	22	4617	1993
5635	41	1157	1993
5861	7	5862	1993
5987	7	5988	1993
3489	14	6163	1993
40	14	6317	1993
607	21	6535	1993
152	14	6536	1993
4401	19	6686	1993
6798	11	6799	1993
5561	19	6805	1993
5758	9	6843	1993
7122	26	7123	1993
7173	7	7174	1993
7181	11	7182	1993
7219	31	6089	1993
7316	9	7317	1993
7321	9	7322	1993
7458	9	7459	1993
7502	22	7503	1993
7804	25	7805	1993
1472	7	8103	1993
8241	11	8242	1993
8294	9	8295	1993
4004	7	4005	1993
5105	12	8351	1993
8555	9	8556	1993
678	1	8689	1993
1898	0	8846	1993
6952	40	9042	1993
9091	2	9092	1993
9332	9	9333	1993
9455	0	9456	1993
10048	9	4321	1993
10051	0	10052	1993
10058	9	10059	1993
1074	11	1075	1993
152	14	10205	1993
8249	12	10473	1993
169	2	3745	1993
10503	11	10504	1993
10675	7	10676	1993
10850	11	10851	1993
70	19	11272	1993
40	14	11328	1993
573	31	11344	1993
11358	11	11359	1993
11483	0	11484	1993
70	19	3448	1993
4537	12	11490	1993
1148	12	1472	1993
11520	23	11521	1993
2657	4	11538	1993
8752	23	11788	1993
0	0	1	1994
70	19	705	1994
820	2	821	1994
70	19	847	1994
1039	4	1040	1994
1275	17	1276	1994
1337	11	1338	1994
1618	11	1619	1994
1640	11	1641	1994
1977	2	1978	1994
2033	4	2034	1994
2148	11	2149	1994
2162	9	2163	1994
2353	19	2354	1994
2922	7	2923	1994
3393	12	3394	1994
3397	0	3398	1994
70	19	3814	1994
4325	31	4326	1994
4455	2	4456	1994
4632	18	4633	1994
3334	7	4640	1994
4643	4	4644	1994
4962	17	4963	1994
40	14	5017	1994
5101	19	5102	1994
40	14	5371	1994
5415	11	5416	1994
5421	31	5422	1994
1201	15	5476	1994
5477	4	5478	1994
3169	9	5589	1994
5895	23	5896	1994
5897	9	5898	1994
5987	7	5988	1994
6315	7	6316	1994
607	21	6535	1994
6798	11	6799	1994
1951	12	6939	1994
7015	1	7016	1994
7122	26	7123	1994
7219	31	6089	1994
7316	9	7317	1994
7321	9	7322	1994
7389	9	7390	1994
7502	22	7503	1994
7747	11	1145	1994
6666	1	7888	1994
40	14	8101	1994
981	12	8246	1994
8294	9	8295	1994
678	1	8689	1994
6952	40	9042	1994
9073	1	9074	1994
9091	2	9092	1994
40	14	9198	1994
9455	0	9456	1994
9808	11	1040	1994
9854	7	9855	1994
3328	14	9976	1994
10051	0	10052	1994
40	14	10476	1994
169	2	3745	1994
10758	4	10759	1994
10801	1	10802	1994
10872	11	10873	1994
11084	9	11085	1994
70	19	11272	1994
11298	7	11299	1994
40	14	11328	1994
573	31	11344	1994
11358	11	11359	1994
11483	0	11484	1994
11520	23	11521	1994
2657	4	11538	1994
2053	35	11124	1994
8752	23	11788	1994
0	0	1	1995
129	0	130	1995
865	11	866	1995
1039	4	1040	1995
1403	9	1404	1995
573	31	1485	1995
1632	9	1633	1995
1640	11	1641	1995
1668	4	1669	1995
1682	3	1683	1995
1798	0	1799	1995
1977	2	1978	1995
70	19	2065	1995
945	0	2348	1995
2353	19	2354	1995
2683	5	2684	1995
2922	7	2923	1995
3393	12	3394	1995
3678	12	3679	1995
4020	7	4021	1995
3509	12	4122	1995
512	11	1520	1995
4336	11	4337	1995
4486	12	4487	1995
3334	7	4640	1995
4643	4	4644	1995
40	14	5017	1995
2521	14	5027	1995
5101	19	5102	1995
40	14	5371	1995
5421	31	5422	1995
5477	4	5478	1995
3169	9	5589	1995
5895	23	5896	1995
5897	9	5898	1995
6315	7	6316	1995
6835	0	6836	1995
1951	12	6939	1995
1926	25	7001	1995
7015	1	7016	1995
7237	1	7238	1995
7389	9	7390	1995
70	19	7591	1995
1106	0	7761	1995
3083	0	7783	1995
3351	11	7865	1995
6666	1	7888	1995
40	14	8048	1995
40	14	8101	1995
70	19	8237	1995
981	12	8246	1995
70	19	8348	1995
8637	17	8638	1995
8715	18	8716	1995
8810	1	8811	1995
8868	17	8869	1995
70	9	8873	1995
629	11	7745	1995
8559	0	8987	1995
9073	1	9074	1995
9169	9	9170	1995
40	14	9198	1995
1403	9	9423	1995
795	11	3839	1995
9552	11	9553	1995
9558	11	9559	1995
9751	11	9752	1995
9808	11	1040	1995
3328	14	9976	1995
10289	18	10290	1995
40	14	10352	1995
10758	4	10759	1995
971	12	10817	1995
10872	11	10873	1995
70	19	7591	1995
11019	11	11020	1995
11084	9	11085	1995
2041	1	10554	1995
11298	7	11299	1995
11382	9	11383	1995
2053	35	11124	1995
129	0	130	1996
363	17	364	1996
595	17	596	1996
863	11	864	1996
865	11	866	1996
990	7	991	1996
1323	9	1324	1996
1370	0	1371	1996
1403	9	1404	1996
1433	12	1434	1996
573	31	1485	1996
1632	9	1633	1996
1668	4	1669	1996
1682	3	1683	1996
1798	0	1799	1996
2017	18	2018	1996
70	19	2065	1996
945	0	2348	1996
2424	20	2425	1996
2683	5	2684	1996
70	19	3101	1996
3664	18	3665	1996
3678	12	3679	1996
3818	2	3819	1996
4020	7	4021	1996
1415	12	4104	1996
3509	12	4122	1996
4143	9	4144	1996
3169	23	4209	1996
512	11	1520	1996
4336	11	4337	1996
4427	21	4428	1996
4486	12	4487	1996
2521	14	5027	1996
5408	5	5409	1996
5625	11	5626	1996
1855	19	5675	1996
40	14	5844	1996
3791	12	5868	1996
70	19	6106	1996
70	19	6334	1996
40	14	6354	1996
6602	2	6603	1996
6835	0	6836	1996
1926	25	7001	1996
7237	1	7238	1996
70	19	7591	1996
4678	4	7745	1996
1106	0	7761	1996
3083	0	7783	1996
3351	11	7865	1996
70	19	8237	1996
70	19	8348	1996
878	1	8573	1996
70	19	8581	1996
8637	17	8638	1996
8715	18	8716	1996
8810	1	8811	1996
8868	17	8869	1996
70	9	8873	1996
629	11	7745	1996
8913	2	8914	1996
8559	0	8987	1996
9083	0	9084	1996
9169	9	9170	1996
9244	17	9245	1996
1403	9	9423	1996
9473	11	9474	1996
